review_id,student_id,instructor_id,course_id,review_text,rating_score,sentiment_label,sentiment_score,dominant_topic,confidence_level,keyword_tags
9577,1592,72,58,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9578,569,11,62,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9579,2031,8,145,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9580,1954,55,95,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9581,1515,53,11,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9582,1577,33,110,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9583,2049,74,130,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9584,854,37,143,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9585,435,41,9,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9586,2122,55,15,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9587,2963,2,39,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9588,900,33,93,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9589,1546,5,122,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9590,2432,30,109,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9591,2069,64,1,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
9592,1722,51,34,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9593,53,39,2,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9594,1157,45,64,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9595,259,11,40,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9596,1842,45,62,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9597,2404,60,113,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9598,1050,16,39,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9599,766,74,104,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9600,398,20,28,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9601,733,70,30,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9602,1140,63,62,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9603,925,22,112,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9604,299,47,18,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9605,1673,37,147,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9606,1784,11,74,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9607,1308,75,124,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9608,2076,23,35,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9609,513,59,1,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9610,762,59,111,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9611,2542,57,65,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9612,1497,36,10,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9613,2654,28,129,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9614,1325,13,146,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9615,1931,35,56,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9616,2188,48,148,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9617,826,37,69,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9618,446,67,41,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9619,2807,3,128,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9620,2526,62,15,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9621,1910,23,20,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9622,2541,4,113,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9623,1436,62,144,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9624,1845,38,7,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9625,1557,68,122,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9626,2835,5,148,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9627,1027,67,58,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9628,817,18,65,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9629,871,59,105,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9630,2757,64,98,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9631,1971,61,118,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9632,584,69,89,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9633,2277,16,49,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9634,419,7,114,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9635,294,57,121,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9636,312,67,36,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9637,203,69,127,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9638,707,18,123,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9639,201,23,61,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9640,28,57,114,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9641,1203,9,17,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9642,1895,57,141,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9643,1610,28,47,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9644,159,53,140,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9645,839,7,66,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9646,1977,19,68,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9647,121,21,125,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9648,359,33,64,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9649,1156,73,52,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9650,314,41,90,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9651,2629,17,146,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9652,580,68,49,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9653,1719,39,22,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9654,2487,3,101,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9655,644,37,45,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9656,987,68,103,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9657,2374,61,14,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9658,63,55,137,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9659,1671,59,26,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9660,2313,22,128,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9661,2029,13,102,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9662,1840,31,18,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9663,1010,47,39,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9664,2873,66,108,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9665,1541,62,17,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9666,156,29,97,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9667,2115,41,100,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9668,2313,64,54,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9669,2394,66,78,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9670,635,70,100,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9671,2340,26,76,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9672,495,21,118,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9673,1231,42,14,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9674,1106,62,121,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9675,1887,12,82,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9676,1291,65,37,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9677,1681,31,4,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9678,2262,1,81,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9679,684,31,30,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9680,1508,37,90,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9681,149,3,104,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9682,2108,12,22,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9683,2136,69,45,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
